Name,X,Y,Lon,Lat,Color,Label,Desc,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,fai,ndvi
pin_139,6707.5,7631.5,106.5295487,11.06599803,"java.awt.Color[r=0,g=0,b=255]",W,,0.0712,0.0997,0.1356,0.1239,0.1131,0.0629,0.0664,0.057,0.0517,0.0385,0.0356,0.0303,-0.05036127,-0.36981755
pin_140,6845.5,7765.5,106.5421159,11.05381932,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0409,0.053,0.0845,0.0576,0.0989,0.1239,0.1421,0.2528,0.1537,0.2185,0.0562,0.0319,0.19546221,0.62886596
pin_141,6849.5,7766.5,106.5424815,11.05372705,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0464,0.0527,0.0871,0.0593,0.101,0.1235,0.1378,0.2371,0.1495,0.1564,0.0602,0.0319,0.17763144,0.599865
pin_142,6855.5,7764.5,106.5430316,11.05390506,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0579,0.0634,0.097,0.0817,0.1032,0.1284,0.1467,0.1896,0.1289,0.0955,0.0541,0.0319,0.113069534,0.39771473
pin_143,6859.5,7767.5,106.5433962,11.05363197,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0684,0.0676,0.1057,0.086,0.1126,0.1027,0.1204,0.1551,0.1063,0.0452,0.0493,0.0318,0.075973965,0.28660306
pin_144,6871.5,7770.5,106.5444931,11.05335514,"java.awt.Color[r=0,g=0,b=255]",W,,0.073,0.1019,0.1374,0.1257,0.112,0.0588,0.066,0.0601,0.0506,0.0473,0.0363,0.0299,-0.048855234,-0.35306782
pin_145,6840.5,7759.5,106.5416611,11.05436409,"java.awt.Color[r=0,g=0,b=255]",W,,0.0654,0.0914,0.1266,0.114,0.1013,0.0536,0.0587,0.0502,0.0423,0.041,0.027,0.0226,-0.04750476,-0.38855055
pin_146,6827.5,7756.5,106.5404727,11.05464138,"java.awt.Color[r=0,g=0,b=255]",W,,0.0665,0.0931,0.1304,0.1178,0.1074,0.0588,0.0593,0.0515,0.0458,0.046,0.0316,0.0253,-0.0501546,-0.3916125
pin_147,6868.5,7765.5,106.5442209,11.05380858,"java.awt.Color[r=0,g=0,b=255]",W,,0.0669,0.1053,0.1409,0.1237,0.1198,0.1032,0.1311,0.0733,0.1029,0.0584,0.0664,0.0419,-0.03966762,-0.2558376
pin_148,7059.5,7857.5,106.5616574,11.04540147,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0605,0.0591,0.0988,0.0784,0.0981,0.0905,0.0954,0.1661,0.0953,0.0411,0.04,0.0273,0.094892375,0.3586912
pin_149,7059.5,7858.5,106.5616569,11.04531107,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0605,0.0685,0.1021,0.0835,0.0998,0.1062,0.1148,0.1632,0.0831,0.0411,0.0435,0.0281,0.08719207,0.32306448
pin_150,7033.5,7853.5,106.5592799,11.04577536,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0496,0.0762,0.11,0.0915,0.101,0.0684,0.0763,0.12,0.082,0.2026,0.0386,0.0252,0.038408253,0.13475177
pin_152,7099.5,7862.5,106.5653157,11.04493053,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0549,0.0499,0.0824,0.0553,0.0994,0.1541,0.1878,0.2655,0.1506,0.0548,0.0655,0.0345,0.20828953,0.6552369
pin_153,7100.5,7862.5,106.5654073,11.04493006,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0549,0.0618,0.0943,0.0701,0.0996,0.1034,0.1069,0.2131,0.0841,0.0548,0.047,0.0253,0.14732666,0.5049435
pin_154,7092.5,7859.5,106.5646766,11.04520506,"java.awt.Color[r=0,g=0,b=255]",WH,,0.036,0.0652,0.0926,0.0754,0.0993,0.1066,0.1186,0.1526,0.1299,0.1996,0.056,0.0321,0.08083365,0.3385965
pin_155,7084.5,7864.5,106.563942,11.04475682,"java.awt.Color[r=0,g=0,b=255]",W,,0.0614,0.0863,0.1196,0.1092,0.0951,0.0479,0.0496,0.0435,0.038,0.0289,0.0245,0.0194,-0.04983556,-0.4302554
pin_156,7068.5,7862.5,106.5624787,11.04494519,"java.awt.Color[r=0,g=0,b=255]",W,,0.0602,0.0886,0.1199,0.1101,0.0979,0.0461,0.049,0.0432,0.0347,0.0389,0.0279,0.0206,-0.051503807,-0.43639922
pin_157,7109.5,7864.5,106.56623,11.04474499,"java.awt.Color[r=0,g=0,b=255]",W,,0.0585,0.0821,0.1136,0.1037,0.0916,0.0451,0.0454,0.0385,0.036,0.0265,0.0221,0.0184,-0.04991619,-0.45850915
pin_158,7122.5,7856.5,106.5674235,11.04546207,"java.awt.Color[r=0,g=0,b=255]",W,,0.0567,0.0865,0.1177,0.1085,0.0937,0.0441,0.0492,0.0444,0.0351,0.0375,0.0239,0.0185,-0.048254285,-0.41922826
pin_159,7136.5,7829.5,106.5687177,11.04789639,"java.awt.Color[r=0,g=0,b=255]",W,,0.0698,0.0868,0.1181,0.1081,0.0927,0.0438,0.0464,0.0369,0.0328,1.00E-04,0.0208,0.0188,-0.05484857,-0.49103448
pin_160,7136.5,7842.5,106.5687115,11.04672112,"java.awt.Color[r=0,g=0,b=255]",W,,0.0547,0.0808,0.1163,0.1042,0.0914,0.0438,0.0431,0.0404,0.0356,0.0958,0.017,0.0138,-0.047467303,-0.44121715
pin_161,7347.5,7957.5,106.5879659,11.03622384,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0558,0.0546,0.086,0.0583,0.0949,0.1238,0.1598,0.2392,0.1481,0.0443,0.0562,0.0286,0.18129332,0.6080672
pin_162,7349.5,7957.5,106.5881489,11.03622288,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0558,0.0595,0.0898,0.0642,0.0953,0.1437,0.1708,0.2129,0.1495,0.0443,0.0548,0.0325,0.15046063,0.5366294
pin_163,7329.5,7954.5,106.5863201,11.03650369,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0534,0.0681,0.0972,0.077,0.0933,0.0755,0.0899,0.1361,0.077,0.0408,0.0404,0.0234,0.06595524,0.27733457
pin_164,7389.5,7927.5,106.5918241,11.03891581,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0576,0.0662,0.1046,0.0819,0.0911,0.0653,0.0866,0.1295,0.0629,0.0296,0.0307,0.0179,0.05718984,0.22516556
pin_165,7376.5,7950.5,106.5906232,11.03684275,"java.awt.Color[r=0,g=0,b=255]",W,,0.0666,0.0902,0.1212,0.1142,0.1059,0.0603,0.0627,0.0517,0.0509,0.0402,0.0376,0.0274,-0.0481527,-0.37673298
pin_166,7394.5,7913.5,106.5922885,11.04017907,"java.awt.Color[r=0,g=0,b=255]",W,,0.0522,0.0749,0.1055,0.1016,0.0947,0.0453,0.0482,0.0343,0.0318,0.0622,0.0213,0.0154,-0.052259684,-0.49521708
pin_167,7387.5,7918.5,106.5916454,11.03973041,"java.awt.Color[r=0,g=0,b=255]",W,,0.0567,0.0794,0.1107,0.1011,0.0903,0.0426,0.0466,0.0384,0.0367,0.0294,0.0235,0.0163,-0.048165392,-0.44946232
pin_168,7405.5,7869.5,106.5933166,11.04415158,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0552,0.0607,0.0941,0.0713,0.088,0.0757,0.0753,0.1583,0.0888,0.07,0.0414,0.0232,0.092600316,0.37891984
pin_169,7439.5,7852.5,106.5964365,11.04567206,"java.awt.Color[r=0,g=0,b=255]",W,,0.0662,0.0896,0.1223,0.1179,0.1043,0.0601,0.0642,0.0559,0.049,0.0653,0.0389,0.0357,-0.047203172,-0.35673186
pin_170,7440.5,8014.5,106.5964489,11.03102605,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0483,0.0507,0.079,0.0551,0.0825,0.1174,0.1173,0.2126,0.1176,0.0591,0.0501,0.023,0.1584365,0.58834517
pin_171,7440.5,8013.5,106.5964493,11.03111645,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0483,0.0616,0.0857,0.0624,0.0831,0.0976,0.1211,0.1799,0.1142,0.0591,0.0455,0.024,0.1206654,0.48493606
pin_172,7435.5,8015.5,106.5959908,11.03093805,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0514,0.0559,0.0852,0.0657,0.0839,0.1067,0.0996,0.1536,0.1008,0.0532,0.0477,0.0212,0.09127144,0.4008208
pin_173,7445.5,8000.5,106.5969133,11.0322893,"java.awt.Color[r=0,g=0,b=255]",W,,0.0573,0.0783,0.1067,0.0966,0.0861,0.0465,0.0487,0.0394,0.0354,0.0539,0.0282,0.0239,-0.044388574,-0.42058825
pin_174,7433.5,8027.5,106.5958019,11.02985416,"java.awt.Color[r=0,g=0,b=255]",W,,0.0536,0.0704,0.0979,0.0856,0.0747,0.0382,0.0366,0.0291,0.0304,0.0394,0.0196,0.016,-0.044138096,-0.49258935
pin_175,7474.5,8196.5,106.5994714,11.01455603,"java.awt.Color[r=0,g=0,b=255]",W,,0.0547,0.0771,0.0986,0.09,0.0807,0.0414,0.0465,0.0396,0.0346,0.0372,0.0258,0.0221,-0.03837524,-0.3888889
pin_176,7489.5,8201.5,106.6008415,11.01409677,"java.awt.Color[r=0,g=0,b=255]",W,,0.0545,0.0753,0.1026,0.0908,0.0805,0.0429,0.0456,0.0382,0.0352,0.0398,0.0273,0.0243,-0.04070635,-0.40775198
pin_177,7458.5,8184.5,106.5980131,11.01564859,"java.awt.Color[r=0,g=0,b=255]",W,,0.0517,0.0703,0.0975,0.0868,0.0758,0.0417,0.0435,0.0399,0.0367,0.0609,0.0232,0.0168,-0.034987617,-0.37016574
pin_178,7478.5,8190.5,106.5998403,11.01509652,"java.awt.Color[r=0,g=0,b=255]",W,,0.0517,0.0746,0.0921,0.0957,0.0934,0.0639,0.0786,0.063,0.0633,0.0667,0.0453,0.0277,-0.023260001,-0.20604916
pin_179,7649.5,8455.5,106.6153574,10.99105659,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0319,0.0406,0.0727,0.0384,0.1096,0.3535,0.4244,0.4159,0.4462,0.307,0.1624,0.0709,0.3542746,0.8309487
pin_180,7649.5,8451.5,106.6153594,10.99141821,"java.awt.Color[r=0,g=0,b=255]",WH,,0.033,0.0425,0.072,0.0357,0.1051,0.3642,0.4215,0.4246,0.4365,0.3267,0.1551,0.0679,0.3665362,0.8448838
pin_181,7657.5,8469.5,106.6160825,10.98978705,"java.awt.Color[r=0,g=0,b=255]",W,,0.0539,0.0691,0.0949,0.0879,0.078,0.0441,0.0454,0.0388,0.0364,0.0228,0.0236,0.0197,-0.037056506,-0.38752958
pin_182,7903.5,8590.5,106.6385307,10.97872785,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0497,0.055,0.0784,0.0516,0.0912,0.1966,0.2233,0.2586,0.244,0.1613,0.1007,0.05,0.19780348,0.6673114
pin_183,7899.5,8594.5,106.6381627,10.97836821,"java.awt.Color[r=0,g=0,b=255]",WH,,0.047,0.0488,0.0746,0.048,0.0899,0.1774,0.194,0.2557,0.1908,0.1002,0.0854,0.041,0.20069492,0.68389857
pin_184,7878.5,8599.5,106.6362389,10.97792652,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0497,0.0506,0.0797,0.0532,0.0865,0.1708,0.1699,0.2328,0.1779,0.0759,0.0745,0.0391,0.17561048,0.62797207
pin_185,7889.5,8597.5,106.6372463,10.97810192,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0491,0.0563,0.0787,0.0583,0.086,0.1271,0.1334,0.2093,0.1351,0.1264,0.0513,0.0277,0.1523111,0.564275
pin_186,7880.5,8599.5,106.6364219,10.97792554,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0497,0.0551,0.0821,0.0567,0.0872,0.1425,0.1694,0.2089,0.1724,0.0759,0.0676,0.0356,0.15015842,0.57304215
pin_187,7875.5,8604.5,106.6359619,10.97747598,"java.awt.Color[r=0,g=0,b=255]",W,,0.0537,0.0706,0.0974,0.0875,0.0791,0.0413,0.0452,0.0375,0.0362,0.0221,0.0241,0.0216,-0.038125075,-0.39999998
pin_188,7886.5,8610.5,106.6369654,10.97692816,"java.awt.Color[r=0,g=0,b=255]",W,,0.0461,0.074,0.0949,0.0883,0.0808,0.043,0.0458,0.0402,0.0381,0.1545,0.0282,0.0228,-0.036843173,-0.37431908
pin_189,7849.5,8598.5,106.633586,10.97803118,"java.awt.Color[r=0,g=0,b=255]",W,,0.0553,0.0731,0.0961,0.091,0.0813,0.043,0.0452,0.0383,0.0351,0.0214,0.0279,0.0204,-0.04088127,-0.40757927
pin_190,8059.5,8908.5,106.6526441,10.94990272,"java.awt.Color[r=0,g=0,b=255]",W,,0.042,0.0644,0.0846,0.0698,0.0626,0.0292,0.0325,0.0303,0.0222,0.0297,0.0192,0.0143,-0.030022537,-0.39460537
pin_191,8057.5,8929.5,106.6524506,10.94800525,"java.awt.Color[r=0,g=0,b=255]",W,,0.0474,0.0618,0.0838,0.0685,0.0608,0.0322,0.0313,0.0269,0.0261,0.0174,0.0171,0.0095,-0.031972695,-0.43605867
pin_192,8054.5,8915.5,106.6521831,10.94927238,"java.awt.Color[r=0,g=0,b=255]",W,,0.0568,0.088,0.1135,0.1069,0.0966,0.0686,0.0699,0.0603,0.058,0.033,0.0481,0.0396,-0.035586666,-0.27870813
pin_193,8049.5,8888.5,106.6517393,10.95171572,"java.awt.Color[r=0,g=0,b=255]",W,,0.0528,0.088,0.1105,0.0995,0.0939,0.0607,0.0643,0.0595,0.0689,0.1168,0.0552,0.0455,-0.031702537,-0.2515723
pin_194,8263.5,9228.5,106.6711448,10.92087252,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0394,0.0495,0.0787,0.0511,0.0837,0.1574,0.2026,0.2297,0.1881,0.0848,0.0768,0.0456,0.17378634,0.63603985
pin_195,8262.5,9228.5,106.6710533,10.92087302,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0394,0.0498,0.0767,0.0483,0.0837,0.1574,0.2026,0.25,0.1881,0.0848,0.0768,0.0456,0.1963619,0.6761649
pin_196,8257.5,9230.5,106.670595,10.92069471,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0412,0.0491,0.074,0.0476,0.0776,0.1371,0.1359,0.2322,0.1412,0.0827,0.0664,0.036,0.18107873,0.65975696
pin_197,8243.5,9234.5,106.6693123,10.9203401,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0414,0.0512,0.0739,0.0516,0.0665,0.0846,0.0953,0.1419,0.0985,0.0815,0.0486,0.0308,0.09086191,0.46666667
pin_198,8250.5,9231.5,106.6699541,10.92060781,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0436,0.0531,0.0763,0.0546,0.0693,0.0828,0.0819,0.1516,0.0745,0.0511,0.0463,0.0326,0.098554604,0.47041708
pin_199,8262.5,9229.5,106.6710528,10.92078262,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0394,0.0488,0.0753,0.0483,0.0837,0.1574,0.2026,0.2177,0.1881,0.0848,0.0768,0.0456,0.1640619,0.6368421
pin_200,8276.5,9223.5,106.6723365,10.92131803,"java.awt.Color[r=0,g=0,b=255]",W,,0.0395,0.0498,0.0622,0.0473,0.0513,0.0387,0.0433,0.0347,0.0394,0.0503,0.0302,0.0257,-0.009397144,-0.15365855
pin_1,8751.5,9861.5,106.7154563,10.86340228,"java.awt.Color[r=0,g=0,b=255]",WH,,0.156,0.129,0.1124,0.0844,0.094,0.1237,0.1247,0.1706,0.1263,0.016,0.0491,0.0271,0.09281174,0.33803922
pin_2,8759.5,9870.5,106.7161833,10.8625846,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1574,0.1282,0.1113,0.0825,0.0889,0.1044,0.1358,0.167,0.1132,0.0158,0.0398,0.0215,0.09249777,0.33867732
pin_3,8754.5,9864.5,106.7157292,10.86312955,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1558,0.1279,0.1118,0.0848,0.0915,0.1196,0.1285,0.1414,0.1302,0.0146,0.0496,0.0256,0.063193016,0.25022104
pin_4,8758.5,9867.5,106.7160934,10.86285631,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1558,0.1286,0.1105,0.0852,0.0878,0.1011,0.099,0.1338,0.087,0.0146,0.0349,0.0223,0.058021273,0.22191782
pin_5,8753.5,9847.5,106.7156465,10.86466686,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1592,0.1329,0.1164,0.0893,0.0911,0.102,0.1213,0.158,0.1326,0.0155,0.0493,0.0297,0.07619207,0.27780026
pin_6,8747.5,9856.5,106.7150931,10.86385632,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1568,0.13,0.1122,0.085,0.0905,0.0981,0.1158,0.1181,0.1047,0.014,0.0377,0.0223,0.041959368,0.16297391
pin_7,8742.5,9855.5,106.7146363,10.86394927,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1568,0.1302,0.1135,0.0865,0.0913,0.104,0.1186,0.135,0.1209,0.014,0.0435,0.0219,0.05655398,0.21896167
pin_8,8742.5,9854.5,106.7146369,10.86403967,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1568,0.1291,0.1141,0.0857,0.0913,0.104,0.1186,0.129,0.1209,0.014,0.0435,0.0219,0.051204123,0.20167674
pin_9,8771.5,9884.5,106.7172736,10.86131287,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1608,0.1308,0.1152,0.0877,0.0931,0.1105,0.1291,0.119,0.1403,0.0183,0.0549,0.0317,0.037443493,0.1514272
pin_10,8770.5,9884.5,106.7171821,10.86131338,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1608,0.1297,0.1141,0.0885,0.0931,0.1105,0.1291,0.1459,0.1403,0.0183,0.0549,0.0317,0.06369333,0.24488053
pin_11,8770.5,9885.5,106.7171816,10.86122298,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1608,0.1307,0.1153,0.0862,0.0931,0.1105,0.1291,0.1361,0.1403,0.0183,0.0549,0.0317,0.055762533,0.22447142
pin_12,8764.5,9862.5,106.7166447,10.86330524,"java.awt.Color[r=0,g=0,b=255]",W,,0.1557,0.1291,0.1103,0.083,0.0804,0.0778,0.0775,0.0639,0.0689,0.0125,0.0273,0.0176,-0.008667298,-0.1300204
pin_13,8747.5,9846.5,106.7150983,10.86476032,"java.awt.Color[r=0,g=0,b=255]",W,,0.1596,0.1424,0.1282,0.1097,0.1094,0.1077,0.1141,0.096,0.1067,0.017,0.0707,0.0535,-0.006395238,-0.06660185
pin_14,8769.5,9869.5,106.7170984,10.86266989,"java.awt.Color[r=0,g=0,b=255]",W,,0.1559,0.1299,0.1095,0.084,0.0821,0.0786,0.0782,0.0672,0.0701,0.013,0.029,0.0213,-0.006498414,-0.11111112
pin_15,8739.5,9835.5,106.7143723,10.8657588,"java.awt.Color[r=0,g=0,b=255]",W,,0.1591,0.1336,0.114,0.0875,0.0858,0.081,0.0836,0.0681,0.0728,0.0141,0.0285,0.0197,-0.008349207,-0.12467867
pin_16,8718.5,9833.5,106.7124527,10.86595031,"java.awt.Color[r=0,g=0,b=255]",W,,0.161,0.1349,0.1169,0.0917,0.0902,0.0854,0.0885,0.0738,0.0806,0.0142,0.0335,0.0228,-0.006999052,-0.10815713
pin_17,8744.5,9845.5,106.7148244,10.86485225,"java.awt.Color[r=0,g=0,b=255]",W,,0.1618,0.1408,0.1259,0.1074,0.1025,0.1012,0.1057,0.0895,0.1001,0.0158,0.0615,0.0455,-0.009302855,-0.09090908
pin_18,8734.5,9829.5,106.7139181,10.86630376,"java.awt.Color[r=0,g=0,b=255]",W,,0.1601,0.1343,0.1152,0.0885,0.0871,0.0864,0.0915,0.0759,0.0799,0.0146,0.0359,0.0244,-0.002747934,-0.07664232
pin_19,8771.5,9909.5,106.7172606,10.85905287,"java.awt.Color[r=0,g=0,b=255]",W,,0.1669,0.1452,0.1296,0.1099,0.1088,0.1084,0.1166,0.0993,0.1127,0.0227,0.0649,0.0483,-0.00217143,-0.05066922
pin_20,8774.5,9925.5,106.7175267,10.85760494,"java.awt.Color[r=0,g=0,b=255]",W,,0.1669,0.1445,0.1291,0.1088,0.108,0.1076,0.1146,0.0997,0.1111,0.0189,0.063,0.0475,-5.22E-04,-0.04364511
pin_21,8778.5,9910.5,106.7179003,10.85895889,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1637,0.1359,0.1208,0.0938,0.1042,0.1344,0.1563,0.1715,0.156,0.0179,0.0683,0.0402,0.082476184,0.29287598
pin_22,8777.5,9903.5,106.7178125,10.85959221,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1655,0.1366,0.1202,0.093,0.1028,0.1327,0.1368,0.1595,0.1426,0.0182,0.0624,0.0372,0.07223143,0.26336634
pin_23,8777.5,9902.5,106.717813,10.85968261,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1655,0.1367,0.1204,0.0928,0.1028,0.1327,0.1368,0.1517,0.1426,0.0182,0.0624,0.0372,0.06459397,0.24089982
